Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
1;78;Yes;5;9;52.00.00
2;52;Yes;9;8;28.00.00
3;40;Yes;5;2;18.00
9;45;Yes;7;5;45.00.00
8;46;No;7;1;41.00.00
7;87;Yes;4;7;78.00.00
4;66;No;6;9;48.00.00
1;54;Yes;5;4;26.00.00
8;91;Yes;4;1;86.00.00
4;73;No;8;6;56.00.00
3;97;Yes;4;2;77.00.00
9;96;Yes;7;4;95.00.00
4;62;No;8;8;47.00.00
4;87;No;4;0;62.00.00
9;88;No;9;1;87.00.00
2;63;No;6;4;40.00.00
5;54;No;5;3;35.00.00
4;74;No;9;0;60.00.00
9;43;Yes;8;6;41.00.00
5;83;Yes;6;8;67.00.00
9;76;Yes;4;0;70.00.00
9;56;Yes;9;7;55.00.00
2;70;Yes;7;8;54.00.00
9;77;No;7;1;72.00.00
3;49;No;6;0;26.00.00
4;93;Yes;7;5;77.00.00
1;89;No;5;6;67.00.00
1;66;Yes;6;1;39.00.00
1;81;No;6;4;54.00.00
9;45;Yes;7;4;43.00.00
8;95;Yes;6;6;89.00.00
5;45;Yes;4;0;28.00.00
5;91;No;8;9;80.00.00
9;54;No;9;7;51.00.00
3;43;Yes;8;4;23.00
3;96;No;9;2;79.00.00
7;87;Yes;7;8;77.00.00
9;93;Yes;5;2;89.00.00
6;95;No;5;6;80.00.00
2;79;Yes;7;9;57.00.00
1;46;Yes;7;6;20.00
2;90;Yes;6;9;68.00.00
1;97;No;5;7;71.00.00
9;88;Yes;8;9;88.00.00
8;92;Yes;7;7;85.00.00
7;84;Yes;8;3;77.00.00
3;86;Yes;9;0;66.00.00
8;65;No;8;3;61.00.00
2;97;Yes;5;5;74.00.00
2;70;Yes;9;9;48.00.00
3;41;No;8;5;18.00
7;67;No;6;5;59.00.00
1;81;No;6;6;55.00.00
8;52;No;5;0;47.00.00
7;57;No;6;9;52.00.00
4;69;No;7;0;50.00.00
5;94;Yes;9;6;77.00.00
1;50;Yes;5;3;25.00.00
4;52;No;9;5;35.00.00
1;90;Yes;8;5;65.00.00
1;63;No;7;8;40.00.00
1;96;Yes;5;1;70.00.00
7;68;No;8;3;61.00.00
7;95;No;8;3;89.00.00
4;93;Yes;8;6;77.00.00
2;44;No;8;0;22.00
3;74;Yes;8;4;55.00.00
8;58;No;5;3;52.00.00
8;94;No;6;1;88.00.00
6;52;Yes;8;4;44.00.00
9;44;No;7;8;39.00.00
9;83;Yes;5;7;80.00.00
4;53;Yes;4;8;35.00.00
1;77;Yes;6;6;52.00.00
1;61;Yes;7;9;34.00.00
5;48;Yes;8;6;33.00.00
2;88;No;5;1;64.00.00
6;79;No;5;2;65.00.00
7;65;Yes;8;9;55.00.00
1;84;No;7;7;58.00.00
6;44;Yes;5;1;29.00.00
8;68;No;9;6;65.00.00
5;93;Yes;6;5;80.00.00
7;61;No;7;9;55.00.00
6;88;Yes;8;3;78.00.00
4;42;No;7;3;22.00
7;67;Yes;9;2;53.00.00
9;77;Yes;7;5;77.00.00
7;53;No;4;2;41.00.00
5;86;Yes;8;8;69.00.00
7;53;Yes;6;3;47.00.00
3;82;No;8;3;64.00.00
2;50;No;4;1;28.00.00
5;48;Yes;8;1;35.00.00
4;77;Yes;8;6;63.00.00
5;86;Yes;6;4;71.00.00
8;83;Yes;4;2;78.00.00
4;45;No;8;5;32.00.00
9;40;Yes;9;5;40.00.00
7;64;Yes;8;0;55.00.00
7;55;No;5;2;42.00.00
8;91;No;8;4;88.00.00
6;54;Yes;6;6;43.00.00
8;73;No;5;3;66.00.00
3;56;No;9;7;33.00.00
1;42;No;9;2;12.00
6;42;Yes;9;5;32.00.00
1;76;Yes;4;5;48.00.00
9;56;Yes;9;8;56.00.00
2;94;No;7;3;73.00.00
2;88;Yes;6;6;65.00.00
7;91;Yes;4;9;83.00.00
2;77;Yes;5;0;53.00.00
8;40;No;7;0;39.00.00
6;46;Yes;4;1;32.00.00
7;65;Yes;6;3;55.00.00
7;86;Yes;5;5;76.00.00
6;78;Yes;6;3;69.00.00
9;58;No;6;5;54.00.00
9;91;Yes;5;1;89.00.00
7;93;Yes;9;8;87.00.00
9;69;No;8;2;66.00.00
3;82;No;6;6;65.00.00
3;94;No;9;0;71.00.00
1;53;No;5;7;27.00.00
5;52;No;6;3;38.00.00
4;59;Yes;8;4;43.00.00
2;65;No;5;6;38.00.00
9;66;No;4;2;59.00.00
3;64;No;4;8;44.00.00
8;48;Yes;9;8;39.00.00
6;80;Yes;4;7;67.00.00
5;87;Yes;7;0;70.00.00
1;51;No;6;1;24.00.00
4;49;Yes;6;1;31.00.00
3;45;No;5;2;24.00.00
1;89;No;7;1;61.00.00
5;73;Yes;6;0;59.00.00
6;98;Yes;5;4;87.00.00
2;91;Yes;8;5;68.00.00
3;80;No;6;6;62.00.00
6;58;Yes;9;9;50.00.00
4;45;Yes;6;6;27.00.00
9;41;Yes;8;1;36.00.00
5;54;Yes;8;6;43.00.00
4;56;Yes;6;1;35.00.00
2;55;No;8;1;29.00.00
6;67;No;5;5;56.00.00
2;60;Yes;6;5;41.00.00
7;47;No;6;7;37.00.00
3;49;No;4;4;26.00.00
9;49;No;9;4;46.00.00
5;89;Yes;6;9;75.00.00
8;49;No;4;0;40.00.00
6;48;Yes;8;3;36.00.00
8;67;No;9;0;62.00.00
3;63;Yes;9;9;47.00.00
3;58;No;8;4;39.00.00
5;72;No;5;7;57.00.00
3;43;Yes;4;0;20.00
8;95;Yes;6;2;87.00.00
8;42;No;4;0;31.00.00
2;81;Yes;8;5;57.00.00
4;51;Yes;8;9;37.00.00
1;57;Yes;5;0;29.00.00
4;62;Yes;9;9;48.00.00
4;59;No;9;2;41.00.00
9;45;Yes;8;4;43.00.00
3;92;No;4;4;70.00.00
2;73;No;9;1;54.00.00
9;81;Yes;6;2;77.00.00
9;41;Yes;6;8;40.00.00
1;69;Yes;4;0;39.00.00
6;48;Yes;5;0;38.00.00
8;66;No;6;1;61.00.00
3;81;No;4;7;59.00.00
9;73;Yes;4;5;68.00.00
2;79;No;8;3;59.00.00
6;63;Yes;9;6;55.00.00
1;88;No;8;5;63.00.00
7;56;No;9;8;47.00.00
3;68;No;5;5;49.00.00
7;75;Yes;5;1;64.00.00
4;89;Yes;5;2;72.00.00
9;51;No;4;8;46.00.00
5;70;Yes;4;6;55.00.00
3;88;Yes;8;5;73.00.00
8;48;No;6;4;41.00.00
6;58;Yes;9;2;50.00.00
2;85;Yes;9;3;61.00.00
3;85;No;5;0;60.00.00
8;56;No;9;4;52.00.00
7;41;No;7;6;31.00.00
6;79;No;5;1;66.00.00
1;44;Yes;9;7;16.00
9;98;Yes;8;9;93.00.00
3;78;No;9;5;59.00.00
5;93;No;4;9;78.00.00
7;87;Yes;8;2;79.00.00
7;55;Yes;8;1;50.00.00
3;56;Yes;8;7;38.00.00
4;93;No;7;3;80.00.00
7;66;No;7;6;58.00.00
8;46;No;9;6;44.00.00
2;91;No;5;9;70.00.00
9;47;Yes;9;8;45.00.00
7;47;No;9;9;40.00.00
8;62;No;9;7;57.00.00
6;71;Yes;4;7;61.00.00
6;82;No;8;6;72.00.00
9;86;Yes;6;9;83.00.00
4;57;No;5;4;36.00.00
5;77;Yes;5;8;61.00.00
9;93;Yes;8;6;90.00.00
1;51;Yes;5;2;22.00
4;54;No;8;5;35.00.00
7;67;No;5;2;59.00.00
9;94;No;9;5;89.00.00
6;77;No;4;7;66.00.00
8;89;No;5;8;88.00.00
9;95;No;5;1;91.00.00
4;70;Yes;6;5;53.00.00
1;91;No;4;2;64.00.00
8;48;No;9;6;40.00.00
2;47;Yes;4;3;24.00.00
1;85;Yes;4;4;59.00.00
7;58;No;5;9;49.00.00
9;90;Yes;7;5;85.00.00
9;47;No;5;7;47.00.00
3;73;Yes;8;1;54.00.00
6;96;No;6;3;82.00.00
7;43;Yes;4;3;31.00.00
9;70;Yes;8;5;67.00.00
2;77;No;9;3;58.00.00
8;42;No;8;4;36.00.00
7;74;Yes;7;4;66.00.00
4;58;Yes;4;7;39.00.00
2;82;Yes;5;3;61.00.00
8;68;Yes;4;5;64.00.00
5;49;No;6;6;31.00.00
6;51;Yes;4;7;39.00.00
7;85;Yes;8;8;78.00.00
1;69;No;8;9;43.00.00
8;69;No;5;7;62.00.00
4;99;No;5;3;80.00.00
9;57;No;5;3;51.00.00
1;63;No;9;9;40.00.00
2;71;No;6;4;48.00.00
6;48;Yes;9;2;38.00.00
1;86;Yes;9;1;61.00.00
4;63;Yes;9;1;42.00.00
8;65;No;4;8;57.00.00
5;42;No;7;7;26.00.00
9;62;Yes;4;5;58.00.00
6;50;Yes;5;8;40.00.00
1;49;No;6;4;26.00.00
6;89;No;9;9;78.00.00
6;75;Yes;4;0;62.00.00
6;99;Yes;8;7;90.00.00
8;52;Yes;9;2;50.00.00
6;68;Yes;4;8;57.00.00
5;77;Yes;8;0;62.00.00
2;98;No;4;2;74.00.00
4;92;Yes;4;0;74.00.00
5;52;Yes;9;0;40.00.00
4;96;No;4;5;81.00.00
2;65;Yes;5;3;45.00.00
7;59;No;8;9;50.00.00
2;44;No;6;3;17.00
1;59;Yes;7;4;31.00.00
5;53;Yes;9;2;40.00.00
1;84;No;8;1;61.00.00
1;53;No;5;9;26.00.00
1;47;No;8;7;20.00
6;87;Yes;6;6;73.00.00
9;52;Yes;9;9;55.00.00
1;63;Yes;8;3;37.00.00
5;54;Yes;5;1;35.00.00
9;90;Yes;9;8;90.00.00
9;40;No;5;7;36.00.00
1;61;Yes;9;3;38.00.00
8;73;Yes;7;4;65.00.00
1;89;No;6;9;66.00.00
8;90;Yes;7;5;88.00.00
1;79;Yes;4;3;53.00.00
5;42;Yes;5;1;27.00.00
8;94;No;7;4;90.00.00
6;65;No;5;0;50.00.00
9;53;Yes;9;6;49.00.00
1;97;Yes;5;8;71.00.00
9;80;Yes;4;2;72.00.00
1;47;No;5;5;21.00
3;88;No;9;8;73.00.00
1;94;Yes;9;3;68.00.00
3;94;Yes;7;5;74.00.00
2;95;Yes;6;2;72.00.00
2;55;Yes;8;8;38.00.00
9;81;No;7;6;78.00.00
8;60;No;4;6;55.00.00
1;49;Yes;8;3;24.00.00
4;96;No;5;5;72.00.00
1;64;No;7;7;38.00.00
1;95;Yes;8;5;73.00.00
4;77;Yes;7;5;60.00.00
2;61;Yes;5;3;38.00.00
3;88;Yes;9;7;74.00.00
9;87;No;7;9;86.00.00
2;86;Yes;4;7;62.00.00
4;93;Yes;8;8;80.00.00
1;85;Yes;8;5;62.00.00
2;43;Yes;8;1;22.00
5;43;No;7;3;28.00.00
1;69;Yes;5;3;41.00.00
7;41;Yes;7;7;34.00.00
4;68;No;7;4;52.00.00
6;82;Yes;9;3;71.00.00
8;75;Yes;8;7;68.00.00
6;60;Yes;5;2;47.00.00
2;99;No;6;1;73.00.00
1;60;Yes;5;3;33.00.00
8;87;Yes;7;0;83.00.00
8;60;Yes;4;0;48.00.00
9;43;No;5;4;39.00.00
6;40;Yes;8;0;29.00.00
1;65;Yes;4;3;36.00.00
9;95;Yes;6;7;94.00.00
3;90;No;6;7;73.00.00
6;41;No;4;1;28.00.00
9;48;Yes;6;2;49.00.00
3;94;Yes;4;2;73.00.00
5;96;No;7;0;83.00.00
5;84;Yes;4;2;73.00.00
7;57;No;7;7;50.00.00
4;87;No;8;5;74.00.00
4;87;No;8;4;71.00.00
7;96;Yes;6;9;92.00.00
9;81;No;9;8;78.00.00
4;80;No;9;6;64.00.00
4;50;Yes;4;5;37.00.00
6;64;Yes;7;4;49.00.00
6;65;Yes;8;4;53.00.00
7;97;No;8;9;95.00.00
1;75;No;8;8;50.00.00
3;81;Yes;6;9;62.00.00
9;74;No;8;5;74.00.00
6;77;Yes;9;3;70.00.00
6;42;Yes;5;3;29.00.00
5;98;Yes;6;3;81.00.00
3;80;Yes;4;5;58.00.00
5;74;Yes;5;0;57.00.00
1;89;No;6;8;61.00.00
3;79;No;6;1;56.00.00
4;61;Yes;7;1;44.00.00
5;47;No;5;4;30.00.00
9;54;No;5;3;53.00.00
4;84;Yes;9;2;67.00.00
3;46;No;5;4;21.00
1;58;No;8;6;35.00.00
6;79;Yes;9;9;77.00.00
7;81;No;8;1;72.00.00
8;56;No;9;5;52.00.00
1;40;No;4;3;15.00
4;84;No;9;1;67.00.00
5;68;No;4;0;55.00.00
2;97;Yes;9;7;73.00.00
1;52;Yes;4;4;25.00.00
8;95;Yes;8;9;90.00.00
6;87;Yes;9;1;74.00.00
5;68;Yes;7;7;53.00.00
9;80;No;9;2;79.00.00
2;81;No;4;6;59.00.00
8;45;Yes;6;1;40.00.00
9;44;Yes;8;6;39.00.00
1;73;Yes;7;3;49.00.00
7;50;No;6;9;41.00.00
8;48;No;6;0;39.00.00
3;77;No;8;4;57.00.00
4;79;No;9;3;66.00.00
3;80;No;5;7;59.00.00
7;48;No;7;0;40.00.00
9;47;Yes;9;1;47.00.00
3;83;No;8;4;65.00.00
6;97;Yes;5;9;86.00.00
8;79;Yes;8;9;75.00.00
6;42;No;8;1;30.00.00
2;52;No;6;0;26.00.00
7;58;No;9;5;49.00.00
2;73;No;8;9;52.00.00
2;71;No;9;3;47.00.00
2;88;No;5;4;64.00.00
1;55;No;6;2;28.00.00
1;75;No;5;9;48.00.00
7;57;Yes;5;5;47.00.00
5;53;Yes;6;3;37.00.00
3;69;No;9;5;54.00.00
1;41;Yes;5;4;18.00
6;52;No;4;1;37.00.00
1;66;Yes;9;3;41.00.00
9;98;Yes;8;1;96.00.00
2;92;No;6;4;69.00.00
1;91;No;6;2;64.00.00
7;56;No;9;5;48.00.00
6;70;Yes;4;4;59.00.00
6;54;Yes;4;1;39.00.00
5;96;No;4;9;80.00.00
4;59;Yes;4;7;38.00.00
4;44;No;7;5;26.00.00
3;46;Yes;6;8;27.00.00
8;57;No;5;2;50.00.00
7;95;Yes;6;3;89.00.00
9;50;No;6;7;45.00.00
1;71;No;6;6;42.00.00
7;89;No;4;7;80.00.00
4;66;Yes;4;8;48.00.00
7;65;No;7;7;59.00.00
1;76;Yes;9;7;53.00.00
5;84;No;6;5;72.00.00
3;67;No;8;1;46.00.00
5;89;No;9;6;75.00.00
4;41;Yes;7;3;25.00.00
2;59;Yes;4;2;36.00.00
4;43;Yes;6;3;24.00.00
3;52;No;4;3;31.00.00
1;63;Yes;9;2;39.00.00
8;87;No;5;8;81.00.00
5;77;No;4;2;63.00.00
4;97;No;4;1;81.00.00
5;79;No;7;0;63.00.00
4;87;No;5;0;69.00.00
3;84;Yes;9;4;66.00.00
5;94;Yes;8;4;80.00.00
4;68;No;8;8;52.00.00
1;97;No;8;3;68.00.00
3;75;Yes;6;4;57.00.00
8;41;No;8;5;37.00.00
7;80;No;6;9;68.00.00
2;57;No;9;6;35.00.00
1;88;No;9;8;65.00.00
3;47;Yes;4;5;28.00.00
5;97;No;8;0;82.00.00
1;54;Yes;7;7;29.00.00
3;80;Yes;9;1;62.00.00
3;56;Yes;5;8;35.00.00
5;62;Yes;5;6;51.00.00
3;41;No;9;6;22.00
9;45;No;4;9;42.00.00
1;68;No;5;9;45.00.00
4;66;Yes;5;4;48.00.00
4;76;Yes;4;7;61.00.00
1;88;Yes;4;9;59.00.00
2;73;No;4;0;50.00.00
1;57;No;7;2;33.00.00
6;81;No;4;8;65.00.00
3;49;Yes;4;0;26.00.00
7;77;Yes;4;7;69.00.00
5;98;No;9;5;87.00.00
9;83;Yes;8;9;85.00.00
7;56;Yes;9;4;46.00.00
4;98;No;8;5;82.00.00
5;52;Yes;7;4;36.00.00
5;91;Yes;7;8;77.00.00
5;99;No;5;1;85.00.00
9;87;Yes;9;9;85.00.00
3;81;Yes;8;5;62.00.00
6;66;Yes;7;3;54.00.00
8;92;Yes;7;2;89.00.00
9;41;No;9;4;35.00.00
7;73;No;5;1;65.00.00
3;70;Yes;4;2;52.00.00
1;62;No;6;6;37.00.00
4;46;No;5;0;27.00.00
6;77;No;6;1;60.00.00
3;72;Yes;5;2;52.00.00
1;51;Yes;5;9;28.00.00
6;84;No;4;6;72.00.00
1;51;No;7;3;23.00
9;58;No;8;7;59.00.00
1;48;No;5;7;20.00
6;49;Yes;4;0;38.00.00
1;56;No;6;4;31.00.00
7;89;Yes;9;0;81.00.00
3;79;Yes;9;6;66.00.00
6;78;Yes;7;3;68.00.00
7;80;Yes;9;7;75.00.00
1;49;Yes;5;7;24.00.00
1;51;Yes;6;8;26.00.00
5;54;Yes;5;5;39.00.00
6;70;No;9;6;61.00.00
9;54;Yes;8;6;52.00.00
1;67;No;9;4;38.00.00
4;43;No;8;6;25.00.00
8;75;No;9;8;73.00.00
9;94;No;7;3;93.00.00
3;40;No;6;1;16.00
2;97;Yes;8;7;75.00.00
4;83;Yes;4;6;64.00.00
2;96;No;7;5;77.00.00
1;73;No;5;6;44.00.00
3;86;No;9;2;66.00.00
7;56;Yes;6;5;48.00.00
1;78;No;6;9;50.00.00
2;77;Yes;9;6;56.00.00
1;83;Yes;4;6;55.00.00
8;90;No;8;4;83.00.00
5;72;Yes;9;2;58.00.00
8;99;Yes;6;1;93.00.00
3;60;Yes;4;6;38.00.00
7;65;No;4;3;55.00.00
8;85;No;5;1;80.00.00
6;75;No;4;7;64.00.00
7;44;No;7;1;37.00.00
2;72;No;6;5;49.00.00
8;40;No;7;3;33.00.00
5;92;No;4;8;78.00.00
7;45;No;4;4;31.00.00
1;76;Yes;7;3;53.00.00
5;41;No;5;7;25.00.00
1;96;Yes;4;2;69.00.00
8;92;Yes;7;8;89.00.00
4;98;No;7;7;80.00.00
4;98;Yes;6;7;80.00.00
2;44;Yes;5;9;22.00
5;65;No;8;4;52.00.00
1;80;Yes;7;0;59.00.00
9;90;No;6;9;88.00.00
5;92;Yes;8;8;81.00.00
6;86;Yes;6;1;79.00.00
2;52;No;6;0;28.00.00
1;51;Yes;9;5;28.00.00
4;44;Yes;5;0;19.00
7;41;No;4;9;31.00.00
6;98;No;5;9;87.00.00
1;43;Yes;8;9;17.00
1;98;Yes;9;6;75.00.00
8;66;No;5;6;61.00.00
4;89;Yes;4;0;72.00.00
5;92;No;5;9;78.00.00
7;49;No;5;4;36.00.00
8;52;No;5;2;45.00.00
7;83;Yes;7;1;74.00.00
2;41;Yes;7;4;17.00
4;65;Yes;5;4;47.00.00
1;54;No;4;1;25.00.00
9;85;Yes;4;5;81.00.00
3;96;No;4;6;74.00.00
3;49;Yes;4;0;30.00.00
9;61;No;9;2;59.00.00
3;79;No;9;3;60.00.00
8;64;Yes;6;1;58.00.00
2;54;No;5;9;28.00.00
3;52;Yes;5;4;33.00.00
2;47;Yes;6;3;30.00.00
1;60;Yes;4;1;31.00.00
2;60;Yes;8;0;36.00.00
8;61;Yes;8;7;56.00.00
9;85;No;6;1;82.00.00
2;72;Yes;8;3;50.00.00
7;84;No;7;9;76.00.00
5;66;Yes;5;4;52.00.00
3;79;No;8;1;60.00.00
9;89;No;9;9;91.00.00
6;61;Yes;9;8;52.00.00
1;69;No;7;1;43.00.00
5;48;Yes;5;5;32.00.00
7;84;Yes;7;6;77.00.00
4;74;Yes;5;5;55.00.00
8;57;No;5;3;52.00.00
5;81;No;8;0;68.00.00
9;44;No;9;1;41.00.00
9;66;No;6;9;63.00.00
9;96;Yes;8;9;99.00.00
1;45;Yes;4;5;17.00
2;71;No;7;7;47.00.00
3;47;No;4;2;24.00.00
4;95;Yes;5;6;80.00.00
9;78;No;8;8;79.00.00
6;60;Yes;4;3;49.00.00
1;57;No;4;6;27.00.00
9;53;No;9;6;51.00.00
6;54;No;4;9;41.00.00
4;81;Yes;9;8;67.00.00
4;65;Yes;9;2;48.00.00
3;92;No;5;0;72.00.00
7;83;No;9;7;75.00.00
3;71;No;5;3;48.00.00
2;78;No;9;1;58.00.00
8;67;No;9;4;62.00.00
4;99;No;5;3;83.00.00
8;78;No;4;0;68.00.00
1;82;No;7;6;55.00.00
5;71;Yes;8;3;55.00.00
9;52;Yes;8;7;49.00.00
1;54;Yes;5;8;27.00.00
4;57;Yes;4;7;38.00.00
6;78;No;7;0;66.00.00
8;45;Yes;6;7;37.00.00
3;94;Yes;5;4;72.00.00
5;50;No;6;0;34.00.00
7;71;Yes;8;8;68.00.00
1;79;Yes;8;8;56.00.00
7;59;Yes;7;6;52.00.00
8;72;Yes;7;6;67.00.00
8;79;Yes;6;0;69.00.00
9;47;No;8;8;45.00.00
6;90;No;7;0;76.00.00
6;74;No;7;6;65.00.00
2;44;Yes;8;8;26.00.00
3;74;Yes;8;8;54.00.00
4;86;Yes;4;4;68.00.00
4;53;No;9;5;34.00.00
8;60;Yes;7;1;56.00.00
1;86;Yes;6;1;63.00.00
4;63;Yes;5;9;47.00.00
4;56;Yes;5;8;40.00.00
1;57;No;8;0;31.00.00
3;73;No;9;9;56.00.00
5;51;Yes;6;4;36.00.00
6;55;No;4;6;41.00.00
9;43;No;7;9;43.00.00
9;64;No;4;5;61.00.00
9;73;Yes;6;5;69.00.00
1;67;No;4;5;44.00.00
9;85;No;8;7;82.00.00
8;50;Yes;5;6;48.00.00
2;52;No;8;4;27.00.00
1;70;No;7;9;45.00.00
1;99;No;8;1;75.00.00
6;64;Yes;6;9;54.00.00
9;78;Yes;6;5;76.00.00
7;49;No;7;9;44.00.00
5;63;Yes;7;4;50.00.00
2;40;Yes;5;3;17.00
1;92;Yes;4;9;66.00.00
2;64;No;5;4;42.00.00
1;67;No;8;8;42.00.00
3;75;Yes;4;1;56.00.00
6;57;No;7;5;48.00.00
8;45;Yes;6;8;40.00.00
3;41;Yes;8;9;24.00.00
9;42;No;5;4;38.00.00
5;85;Yes;9;5;73.00.00
7;47;Yes;9;9;40.00.00
8;70;Yes;7;3;62.00.00
3;87;Yes;4;4;65.00.00
2;58;No;9;7;37.00.00
2;89;Yes;4;0;68.00.00
5;45;No;6;0;30.00.00
1;53;Yes;7;9;31.00.00
2;42;No;7;3;15.00
9;87;Yes;8;9;89.00.00
7;40;Yes;8;2;33.00.00
6;83;No;4;4;72.00.00
9;69;No;9;9;64.00.00
7;85;Yes;9;7;78.00.00
5;58;Yes;5;0;40.00.00
9;93;Yes;4;4;91.00.00
6;58;Yes;9;4;49.00.00
6;48;Yes;8;1;38.00.00
4;46;No;8;4;28.00.00
1;85;No;8;7;62.00.00
5;76;Yes;4;9;62.00.00
9;89;No;7;6;89.00.00
8;80;No;5;1;74.00.00
8;92;Yes;5;5;85.00.00
5;46;No;8;9;33.00.00
9;48;Yes;6;0;41.00.00
3;43;No;4;9;24.00.00
3;64;No;9;9;47.00.00
1;88;No;9;2;65.00.00
9;51;No;7;5;50.00.00
6;45;No;8;8;35.00.00
2;57;Yes;6;0;30.00.00
8;79;No;8;5;76.00.00
9;60;Yes;6;1;55.00.00
9;54;No;5;8;49.00.00
2;42;No;6;1;19.00
2;41;No;5;2;15.00
7;95;Yes;5;1;86.00.00
4;94;No;4;3;77.00.00
1;80;No;6;3;55.00.00
8;79;Yes;7;9;77.00.00
2;98;Yes;7;0;74.00.00
3;43;Yes;6;7;23.00
5;71;No;4;4;56.00.00
3;41;No;7;7;18.00
7;85;No;8;5;76.00.00
7;68;No;7;1;57.00.00
2;41;Yes;4;6;13.00
7;73;Yes;5;9;64.00.00
6;66;No;5;8;54.00.00
9;99;Yes;5;6;97.00.00
9;93;Yes;4;4;89.00.00
2;78;Yes;5;3;53.00.00
7;83;No;5;7;74.00.00
5;77;Yes;4;5;61.00.00
6;57;No;8;4;41.00.00
1;75;No;7;6;48.00.00
7;58;No;4;2;48.00.00
6;66;Yes;4;8;54.00.00
4;84;Yes;6;3;67.00.00
1;59;Yes;5;3;34.00.00
9;60;Yes;9;7;60.00.00
4;62;No;8;5;46.00.00
2;69;No;9;0;45.00.00
8;64;No;6;1;56.00.00
2;70;Yes;8;8;49.00.00
5;66;Yes;5;5;49.00.00
6;73;Yes;9;6;65.00.00
8;47;No;5;8;39.00.00
1;58;No;5;2;33.00.00
1;80;Yes;7;4;55.00.00
4;65;No;8;4;50.00.00
5;67;No;8;9;52.00.00
9;43;Yes;6;6;43.00.00
7;70;Yes;4;1;58.00.00
7;55;No;5;3;45.00.00
8;90;Yes;5;3;81.00.00
5;49;No;9;7;36.00.00
5;77;Yes;6;9;64.00.00
1;87;No;8;2;57.00.00
9;49;Yes;7;1;46.00.00
6;84;Yes;8;8;76.00.00
9;48;Yes;7;3;43.00.00
3;78;No;7;8;58.00.00
5;75;No;8;5;61.00.00
2;90;Yes;9;0;72.00.00
5;97;No;5;2;82.00.00
8;75;No;7;6;69.00.00
2;58;Yes;9;8;35.00.00
8;99;Yes;6;7;91.00.00
4;58;Yes;6;4;40.00.00
1;51;No;7;7;26.00.00
5;52;Yes;5;1;34.00.00
1;64;No;7;2;35.00.00
7;75;No;6;7;67.00.00
8;64;No;6;8;60.00.00
3;67;Yes;8;9;48.00.00
3;81;Yes;5;7;62.00.00
7;92;No;8;3;84.00.00
4;78;No;9;5;67.00.00
3;69;Yes;9;4;50.00.00
8;44;Yes;9;3;42.00.00
3;56;Yes;4;8;37.00.00
7;57;Yes;9;9;50.00.00
2;82;Yes;7;2;61.00.00
1;86;Yes;8;0;61.00.00
6;60;Yes;9;6;48.00.00
8;61;Yes;5;9;56.00.00
1;78;Yes;9;7;54.00.00
9;89;No;7;2;86.00.00
3;97;Yes;7;2;77.00.00
3;96;Yes;7;5;77.00.00
4;45;No;7;1;25.00.00
1;89;Yes;7;5;67.00.00
9;55;Yes;5;4;51.00.00
3;41;No;4;6;20.00
4;90;Yes;6;8;74.00.00
1;40;No;4;8;12.00
4;96;No;6;0;78.00.00
1;69;Yes;8;6;48.00.00
5;97;No;7;2;79.00.00
5;82;No;8;3;66.00.00
7;91;No;8;1;82.00.00
8;76;No;6;0;67.00.00
4;87;Yes;5;9;75.00.00
7;62;No;7;2;52.00.00
4;40;No;9;9;25.00.00
3;58;Yes;8;8;39.00.00
6;85;No;4;0;66.00.00
4;42;Yes;7;2;24.00.00
3;41;No;5;4;17.00
9;95;Yes;7;2;93.00.00
5;76;No;9;3;62.00.00
7;56;Yes;9;3;47.00.00
6;67;No;8;0;55.00.00
5;57;Yes;4;5;41.00.00
7;72;Yes;8;6;67.00.00
6;54;Yes;5;6;43.00.00
2;61;Yes;6;5;42.00.00
3;80;Yes;9;6;64.00.00
2;66;No;4;2;42.00.00
3;94;No;9;4;77.00.00
1;76;Yes;5;6;52.00.00
8;71;Yes;5;9;62.00.00
6;99;No;9;4;90.00.00
2;84;No;8;9;60.00.00
8;58;Yes;9;1;49.00.00
6;67;No;8;5;54.00.00
7;67;Yes;9;6;61.00.00
1;95;Yes;8;1;67.00.00
7;49;Yes;6;9;42.00.00
3;59;No;7;7;43.00.00
8;64;Yes;7;4;58.00.00
6;60;No;8;7;50.00.00
4;53;No;8;2;34.00.00
8;61;No;6;1;51.00.00
9;92;No;7;6;89.00.00
2;65;Yes;6;4;41.00.00
6;83;Yes;5;4;70.00.00
5;50;No;9;7;35.00.00
5;94;Yes;7;8;79.00.00
3;46;No;8;7;26.00.00
8;56;Yes;4;9;46.00.00
8;57;Yes;5;1;51.00.00
5;46;Yes;9;9;30.00.00
8;95;Yes;4;6;88.00.00
8;59;Yes;6;4;55.00.00
3;77;Yes;9;6;60.00.00
2;50;No;6;2;26.00.00
9;83;Yes;6;3;85.00.00
2;97;Yes;8;6;76.00.00
9;55;Yes;6;1;53.00.00
4;90;No;4;1;70.00.00
2;94;Yes;5;0;64.00.00
1;66;Yes;8;0;41.00.00
4;90;Yes;5;0;73.00.00
9;50;No;6;5;47.00.00
9;55;Yes;7;4;49.00.00
4;62;No;9;9;53.00.00
9;99;No;8;7;95.00.00
6;98;Yes;6;4;87.00.00
1;51;Yes;8;0;26.00.00
